date_reservation, date_accommodation_begin, nights7, city, hotel_name, room_type, number_of_rooms, total_price, cancellation7, cancellation2
2024-06-02,  2024-07-23,  3,  Melbourne,  Radisson on Flagstaff Gardens,  deluxe,  1,  3660,  0.35000000000000003,  0.4
2024-05-24,  2024-07-14,  2,  Dubai,  Burj Al Arab,  standard,  7,  35280,  0.25,  0.8
2024-05-20,  2024-07-12,  6,  İstanbul,  Ramada by Wyndham,  deluxe,  13, 93600,  0.2,  0.7
2024-06-12,  2024-08-03,  1,  Milano,  Armani Hotel Milano,  deluxe,  2, 6100,  0.35,  1
2024-05-27,  2024-07-16,  4,  Muğla,  Yacht Classic Hotel,  executive,  1,  11240,  0.35000000000000003,  0.7
2024-06-03,  2024-07-25,  6,  Doha,  Holiday Inn Doha,  executive,  1, 12660,  0.30000000000000004,  0.4
2024-06-23,  2024-08-08,  6,  Viyana,  Hotel Sacher Wien,  large,  19, 316920,  0.25,  1
2024-06-14,  2024-08-01,  12,  Prag,  Mandarin Oriental Prague,  suit,  4, 104160,  0.4,  0.65
2024-06-21,  2024-08-06,  6,  Singapur,  The Fullerton Hotel,  suit,  1, 12540,  0.4,  1
2024-05-24,  2024-07-16,  1,  Doha,  Millennium Hotel Doha,  executive,  2, 2660,  0.25,  0.55
2024-06-10,  2024-07-31,  7,  Moskova,  Maxima Panorama Hotel,  large,  8,  54320,  0.15000000000000002,  0.45000000000000007
2024-06-15,  2024-08-03,  7,  Cairo,  Fairmont Nile City,  deluxe,  1, 24850,  0.4,  0.8
2024-06-08,  2024-07-30,  2,  Buenos Aires,  Four Seasons Hotel Buenos Aires,  deluxe,  13,  80080,  0.4,  0.5
2024-06-10,  2024-07-31,  1,  Buenos Aires,  NH Buenos Aires Latino,  executive,  2, 3740,  0.2,  1
2024-06-12,  2024-08-04,  2,  Eskişehir,  Soyic Hotel,  large,  7, 9800,  0.25,  0.30000000000000004
2024-05-27,  2024-07-19,  5,  Delhi,  Bloomrooms @ New Delhi Railway Station,  standard,  4,  10600,  0.2,  0.6000000000000001
2024-05-19,  2024-07-13,  3,  Los Angeles,  Hollywood Hotel,  executive,  1,  5580,  0.15000000000000002,  0.75
2024-06-05,  2024-07-29,  7,  Milano,  Hotel Bolzano,  large,  1,  6020,  0.15000000000000002,  0.30000000000000004
2024-05-29,  2024-07-19,  10,  Mumbai,  ITC Maratha,  suit,  6, 101400,  0.30000000000000004,  0.85
2024-05-26,  2024-07-16,  11,  Aydın,  Sezgin Hotel,  suit,  1,  17600,  0.25,  0.45000000000000007
2024-06-11,  2024-08-01,  1,  Sao Paulo,  Radisson Blu Sao Paulo,  executive,  2,  5060,  0.25,  0.4
2024-06-10,  2024-07-30,  1,  Viyana,  Palais Hansen Kempinski,  suit,  15,  30750,  0.25,  0.5
2024-06-04,  2024-07-25,  2,  Nevşehir,  Museum Hotel,  suit,  5,  28200,  0.4,  0.95
2024-06-03,  2024-07-23,  2,  Jakarta,  Hotel NEO Jakarta,  executive,  1,  4140,  0.15000000000000002,  0.75
2024-06-10,  2024-08-03,  7,  Mersin,  Nobel Hotel,  executive,  1,  9660,  0.15000000000000002,  0.45000000000000007
2024-06-06,  2024-07-24,  6,  Miami,  The Setai Miami Beach,  suit,  16, 127680,  0.3,  0.5
2024-05-28,  2024-07-20,  1,  Amsterdam,  Ibis Amsterdam Centre,  suit,  1,  1440,  0.2,  0.6000000000000001
2024-06-25,  2024-08-10,  15,  Bangkok,  Shangri-La Hotel Bangkok,  standard,  1, 46650,  0.3,  1
2024-06-07,  2024-07-22,  5,  Mexico City,  InterContinental Presidente Mexico City,  large,  1, 17000,  0.25,  0.5
2024-05-29,  2024-07-16,  7,  Şanlıurfa,  Nevali Hotel,  deluxe,  1, 17990,  0.25,  0.95
2024-05-23,  2024-07-16,  3,  Antalya,  Exporoyal Hotel,  suit,  6,  19620,  0.25,  0.30000000000000004
2024-05-30,  2024-07-15,  5,  Johannesburg,  The Michelangelo Hotel,  large,  9, 69300,  0.4,  0.5
2024-06-08,  2024-07-26,  1,  İzmir,  Wyndham Grand Izmir Ozdilek,  standard,  9, 18810,  0.2,  0.7
2024-06-21,  2024-08-10,  2,  Roma,  Hotel Artemide,  suit,  1, 5200,  0.25,  0.55
2024-06-13,  2024-07-29,  1,  Nevşehir,  Museum Hotel,  standard,  2, 6720,  0.4,  0.95
2024-06-07,  2024-07-28,  6,  Trabzon,  Nur Hotel,  deluxe,  1, 11100,  0.30000000000000004,  0.6000000000000001
2024-05-31,  2024-07-23,  2,  Tokyo,  Mandarin Oriental Tokyo,  executive,  1,  4540,  0.3,  0.5
2024-06-12,  2024-08-03,  4,  Miami,  EB Hotel Miami,  standard,  9, 36360,  0.25,  0.85
2024-05-23,  2024-07-12,  11,  Seul,  Grand Hyatt Seoul,  deluxe,  9,  358380,  0.4,  0.95
2024-05-26,  2024-07-15,  1,  Aydın,  Sezgin Hotel,  executive,  1, 2060,  0.25,  0.45000000000000007
2024-05-25,  2024-07-15,  4,  Madrid,  Hotel Regina Madrid,  deluxe,  6, 32400,  0.2,  0.75
2024-06-15,  2024-08-09,  1,  Jakarta,  MaxOneHotels.com,  suit,  1,  1180,  0.2,  0.6000000000000001
2024-06-07,  2024-07-22,  1,  Viyana,  The Ritz-Carlton,  standard,  1, 1830,  0.4,  1
2024-06-05,  2024-07-28,  1,  Konya,  Derya Hotel,  standard,  6,  4080,  0.25,  0.45000000000000007
2024-05-20,  2024-07-10,  8,  Adana,  Cukurova Park Hotel,  deluxe,  2,  13440,  0.30000000000000004,  0.30000000000000004
2024-06-22,  2024-08-05,  1,  Şanghay,  Waldorf Astoria Shanghai on the Bund,  standard,  7, 28140,  0.4,  0.95
2024-05-22,  2024-07-11,  1,  Moskova,  Ibis Moscow Centre,  suit,  2,  2080,  0.15000000000000002,  0.45000000000000007
2024-06-18,  2024-08-02,  2,  Riyadh,  The Ritz-Carlton Riyadh,  suit,  1, 3360,  0.35,  0.5
2024-06-19,  2024-08-08,  2,  Viyana,  Hotel Caroline,  large,  3, 5880,  0.30000000000000004,  0.6000000000000001
2024-06-24,  2024-08-08,  4,  İzmir,  Wyndham Grand Izmir Ozdilek,  large,  6, 34320,  0.2,  0.7
2024-06-16,  2024-08-07,  5,  Auckland,  Ibis Budget Auckland Central,  suit,  3,  28650,  0.15000000000000002,  0.30000000000000004
2024-05-24,  2024-07-16,  7,  Auckland,  Kiwi International Hotel,  large,  1,  5250,  0.25,  0.6000000000000001
2024-06-15,  2024-08-06,  2,  Amsterdam,  Waldorf Astoria Amsterdam,  executive,  3,  15840,  0.4,  0.95
2024-06-07,  2024-07-30,  1,  Nairobi,  The Sarova Stanley,  executive,  2,  7040,  0.4,  1
2024-06-21,  2024-08-08,  2,  Londra,  The Ritz London,  deluxe,  15, 106800,  0.35,  1
2024-06-17,  2024-08-03,  3,  Johannesburg,  The Michelangelo Hotel,  suit,  6, 34020,  0.4,  0.5
2024-06-20,  2024-08-09,  4,  San Francisco,  Hotel Nikko San Francisco,  suit,  24, 184320,  0.2,  1
2024-05-25,  2024-07-15,  2,  Eskişehir,  Soyic Hotel,  suit,  1,  2320,  0.25,  0.30000000000000004
2024-06-05,  2024-07-20,  13,  New York,  DoubleTree by Hilton Times Square,  standard,  2, 25740,  0.35000000000000003,  0.4
2024-05-31,  2024-07-24,  1,  Londra,  Ibis London City,  standard,  7, 3150,  0.25,  0.30000000000000004
2024-06-19,  2024-07-31,  1,  İzmir,  DoubleTree by Hilton,  standard,  2, 2080,  0.35000000000000003,  0.7
2024-06-05,  2024-07-27,  2,  Nairobi,  Villa Rosa Kempinski Nairobi,  executive,  2, 13360,  0.4,  0.5
2024-05-29,  2024-07-20,  2,  Singapur,  Marina Bay Sands,  executive,  5, 35800,  0.4,  0.65
2024-05-28,  2024-07-10,  1,  Hong Kong,  Four Seasons Hotel Hong Kong,  large,  1, 2420,  0.3,  1
2024-06-08,  2024-07-27,  6,  Pekin,  Novotel Beijing Peace,  suit,  1, 12780,  0.35000000000000003,  0.55
2024-05-21,  2024-07-12,  1,  Konya,  Anemon Konya Hotel,  suit,  1,  1870,  0.25,  0.4
2024-06-11,  2024-08-01,  4,  Ankara,  Hotel Abro Sezenler,  standard,  7,  22960,  0.25,  0.75
2024-06-16,  2024-07-29,  4,  Nevşehir,  Dere Suites,  large,  14, 63840,  0.30000000000000004,  0.55
2024-06-03,  2024-07-26,  1,  Rio de Janeiro,  Hilton Barra Rio de Janeiro,  large,  1,  4160,  0.4,  0.5
2024-06-04,  2024-07-25,  10,  Miami,  Best Western Plus Miami-Doral/Dolphin Mall,  deluxe,  5, 31000,  0.30000000000000004,  0.75
2024-06-06,  2024-07-29,  7,  Nairobi,  Hotel Central Park,  executive,  1,  7560,  0.15000000000000002,  0.75
2024-06-11,  2024-07-28,  6,  Şanghay,  Holiday Inn Shanghai,  standard,  2, 20280,  0.35000000000000003,  0.4
2024-06-15,  2024-08-05,  2,  Londra,  Claridge's,  executive,  2, 8120,  0.3,  0.5
2024-05-24,  2024-07-13,  1,  Mersin,  Egemen Hotel,  deluxe,  1,  1610,  0.25,  0.75
2024-06-07,  2024-07-28,  5,  Auckland,  Ibis Budget Auckland Central,  suit,  3, 33000,  0.15000000000000002,  0.30000000000000004
2024-05-23,  2024-07-16,  2,  Şanlıurfa,  Hanımağa Konağı,  suit,  1,  2000,  0.25,  0.75
2024-06-19,  2024-08-02,  9,  Sydney,  Park Hyatt Sydney,  suit,  5, 145350,  0.25,  0.65
2024-05-26,  2024-07-19,  2,  Jakarta,  Mercure Jakarta Kota,  deluxe,  2,  9720,  0.2,  1
2024-05-29,  2024-07-20,  3,  Moskova,  Hotel Baltschug Kempinski,  large,  2, 6240,  0.30000000000000004,  0.45000000000000007
2024-06-26,  2024-08-09,  9,  Aydın,  Charisma De Luxe Hotel,  large,  1, 33840,  0.35,  1
2024-05-19,  2024-07-10,  2,  Muğla,  D-Resort Gocek,  large,  1, 6420,  0.25,  0.65
2024-06-03,  2024-07-25,  14,  Madrid,  Hotel Europa,  suit,  2, 45360,  0.2,  0.75
2024-06-06,  2024-07-29,  1,  Roma,  Hotel Colosseum,  large,  9,  9090,  0.30000000000000004,  0.75
2024-05-26,  2024-07-15,  3,  Eskişehir,  Anemon Eskisehir,  deluxe,  2,  12180,  0.25,  0.55
2024-05-30,  2024-07-14,  2,  Moskova,  Lotte Hotel Moscow,  large,  1, 7360,  0.35,  1
2024-06-09,  2024-07-30,  1,  Jakarta,  Aston Marina Jakarta,  suit,  10, 13800,  0.25,  0.4
2024-05-19,  2024-07-10,  5,  Rio de Janeiro,  Windsor Asturias,  deluxe,  6, 38100,  0.30000000000000004,  0.6000000000000001
2024-06-24,  2024-08-07,  2,  Hong Kong,  The Peninsula Hong Kong,  deluxe,  2, 10760,  0.3,  0.8
2024-05-28,  2024-07-18,  6,  Adana,  Sheraton Grand Adana,  deluxe,  7,  130620,  0.4,  1
2024-05-23,  2024-07-12,  1,  Bali,  Bali Niksoma Boutique Beach Resort,  deluxe,  1,  1720,  0.35000000000000003,  0.7
2024-06-04,  2024-07-21,  1,  Moskova,  Radisson Slavyanskaya,  standard,  4, 4400,  0.30000000000000004,  0.4
2024-06-18,  2024-08-09,  1,  Milano,  Bulgari Hotel Milano,  large,  9,  41220,  0.4,  0.8
2024-06-08,  2024-08-01,  1,  Prag,  Hotel Clement,  executive,  1,  1620,  0.15000000000000002,  0.75
2024-06-15,  2024-07-31,  4,  Ankara,  Sheraton Ankara,  large,  2, 15440,  0.25,  1
2024-06-08,  2024-07-24,  1,  Madrid,  Hotel Ritz Madrid,  suit,  2, 5620,  0.35,  1
2024-06-11,  2024-08-03,  4,  Miami,  Marriott Miami Dadeland,  executive,  2, 17120,  0.25,  0.7
2024-06-17,  2024-08-07,  2,  Cape Town,  Radisson Blu Hotel Waterfront,  deluxe,  4,  12960,  0.2,  0.4
2024-05-25,  2024-07-16,  3,  Seul,  Lotte Hotel Seoul,  executive,  2,  19920,  0.3,  0.5
2024-06-16,  2024-07-29,  2,  Amsterdam,  Radisson Blu Hotel Amsterdam,  large,  7, 12880,  0.25,  0.4
2024-06-15,  2024-08-09,  8,  Delhi,  Bloomrooms @ New Delhi Railway Station,  standard,  7,  29680,  0.2,  0.6000000000000001
2024-06-01,  2024-07-22,  14,  Cape Town,  Best Western Cape Suites Hotel,  executive,  2,  32200,  0.15000000000000002,  0.30000000000000004
2024-06-11,  2024-08-04,  4,  Bali,  The Bene Hotel,  standard,  7,  23800,  0.30000000000000004,  0.30000000000000004
2024-06-09,  2024-07-31,  13,  Viyana,  Hotel Am Konzerthaus,  executive,  1, 35750,  0.30000000000000004,  1
2024-05-30,  2024-07-22,  15,  Mersin,  Radisson Blu Hotel,  executive,  1,  36750,  0.25,  1
2024-05-20,  2024-07-10,  4,  Tokyo,  Ueno Hotel,  executive,  1, 5320,  0.25,  0.30000000000000004
2024-06-25,  2024-08-07,  12,  Tokyo,  Keio Plaza Hotel,  large,  7, 138600,  0.35000000000000003,  0.85
2024-06-16,  2024-08-01,  1,  Miami,  The Setai Miami Beach,  deluxe,  26, 42640,  0.3,  0.5
2024-06-16,  2024-08-06,  1,  Singapur,  Raffles Hotel Singapore,  standard,  1,  4160,  0.25,  0.65
2024-05-24,  2024-07-13,  1,  Şanghay,  Ibis Shanghai Yu Garden,  suit,  8, 13600,  0.30000000000000004,  0.45000000000000007
2024-06-13,  2024-08-06,  1,  Miami,  Marriott Miami Dadeland,  executive,  2,  3840,  0.25,  0.7
2024-06-09,  2024-08-01,  2,  Nairobi,  Hilton Garden Inn Nairobi,  suit,  1, 2340,  0.25,  0.7
2024-06-14,  2024-08-08,  6,  Bursa,  Crowne Plaza Bursa,  deluxe,  13,  188760,  0.3,  0.95
2024-06-16,  2024-08-08,  2,  New York,  The Jane Hotel,  deluxe,  5, 13700,  0.15000000000000002,  0.45000000000000007
2024-06-10,  2024-07-29,  2,  New York,  Four Seasons Hotel New York,  executive,  1, 4340,  0.3,  1
2024-05-28,  2024-07-10,  2,  Nevşehir,  Museum Hotel,  deluxe,  8, 49440,  0.4,  0.95
2024-05-22,  2024-07-12,  13,  Jakarta,  Ibis Jakarta Tamarin,  suit,  2,  51740,  0.2,  0.30000000000000004
2024-06-18,  2024-08-10,  13,  Madrid,  Petit Palace Cliper Gran Via,  suit,  5, 107900,  0.30000000000000004,  0.30000000000000004
2024-06-17,  2024-08-02,  5,  Auckland,  Cordis,  standard,  11, 99550,  0.25,  0.7
2024-06-07,  2024-07-20,  4,  Bangkok,  Mandarin Oriental Bangkok,  deluxe,  14, 226800,  0.4,  0.95
2024-06-05,  2024-07-26,  4,  Hong Kong,  Novotel Century Hong Kong,  deluxe,  1, 7520,  0.35000000000000003,  0.55
2024-06-25,  2024-08-06,  2,  Rio de Janeiro,  Grand Hyatt Rio de Janeiro,  standard,  21, 130200,  0.4,  0.8
2024-06-15,  2024-08-06,  2,  Nairobi,  Hilton Garden Inn Nairobi,  suit,  2,  4800,  0.25,  0.7
2024-06-15,  2024-08-05,  2,  İstanbul,  Hotel Venera,  executive,  2,  8240,  0.2,  0.6000000000000001
2024-06-01,  2024-07-14,  4,  İzmir,  Hilton Izmir,  suit,  1, 18120,  0.35,  0.5
2024-06-01,  2024-07-25,  1,  Trabzon,  Novotel Trabzon,  executive,  2, 5340,  0.4,  0.95
2024-06-16,  2024-08-03,  6,  Mersin,  Radisson Blu Hotel,  large,  9, 69660,  0.25,  1
2024-06-18,  2024-07-30,  4,  Delhi,  The Oberoi,  large,  2, 28000,  0.25,  0.8
2024-06-24,  2024-08-08,  2,  Mexico City,  Galeria Plaza Reforma,  standard,  36, 118800,  0.30000000000000004,  1
2024-06-03,  2024-07-23,  4,  Sao Paulo,  Normandie Design Hotel,  large,  5, 17400,  0.2,  0.30000000000000004
2024-06-08,  2024-07-29,  3,  Delhi,  Bloomrooms @ New Delhi Railway Station,  large,  9, 16470,  0.2,  0.6000000000000001
2024-06-10,  2024-07-30,  6,  Konya,  Novotel Konya,  large,  1, 7260,  0.30000000000000004,  0.4
2024-06-15,  2024-07-28,  4,  Prag,  Grand Hotel Bohemia,  large,  2, 13600,  0.35000000000000003,  0.7
2024-06-16,  2024-08-07,  1,  Cairo,  Steigenberger Hotel El Tahrir,  executive,  2, 4320,  0.2,  0.55
2024-06-05,  2024-07-19,  6,  Milano,  Bulgari Hotel Milano,  suit,  2, 44760,  0.4,  0.8
2024-06-13,  2024-08-06,  5,  Singapur,  Hotel 81 Bugis,  suit,  5, 31250,  0.25,  0.30000000000000004
2024-06-06,  2024-07-21,  2,  Mersin,  Ramada By Wyndham Mersin,  large,  15, 34200,  0.30000000000000004,  1
2024-06-08,  2024-07-29,  11,  Nairobi,  Best Western Plus Meridian,  suit,  6,  81180,  0.15000000000000002,  0.45000000000000007
2024-06-20,  2024-08-05,  11,  Konya,  Dedeman Konya Hotel,  deluxe,  4, 134200,  0.25,  0.65
2024-06-04,  2024-07-25,  4,  Milano,  Hotel Bolzano,  executive,  1,  6880,  0.15000000000000002,  0.30000000000000004
2024-06-06,  2024-07-29,  14,  Los Angeles,  Hollywood Hotel,  large,  9, 104580,  0.15000000000000002,  0.75
2024-06-28,  2024-08-09,  5,  Milano,  NH Collection Milano President,  large,  2, 15700,  0.35000000000000003,  0.55
2024-06-18,  2024-08-08,  4,  Hong Kong,  Holiday Inn Golden Mile,  suit,  2,  14000,  0.30000000000000004,  0.55
2024-05-16,  2024-07-10,  2,  Tokyo,  The Peninsula Tokyo,  executive,  2,  14200,  0.3,  0.65
2024-06-16,  2024-07-31,  2,  Şanghay,  Waldorf Astoria Shanghai on the Bund,  large,  22, 155760,  0.4,  0.95
2024-06-03,  2024-07-25,  5,  Eskişehir,  Park Dedeman Eskisehir,  executive,  1, 12100,  0.35,  1
2024-05-30,  2024-07-21,  5,  Madrid,  Hotel Europa,  deluxe,  6, 48000,  0.2,  0.75
2024-05-22,  2024-07-13,  4,  Pekin,  Novotel Beijing Peace,  large,  6,  35040,  0.35000000000000003,  0.55
2024-05-23,  2024-07-16,  3,  Ankara,  Alfin Otel,  large,  1,  2460,  0.25,  0.45000000000000007
2024-05-26,  2024-07-18,  3,  Londra,  Travelodge London Central,  large,  11, 30690,  0.15000000000000002,  0.75
2024-05-23,  2024-07-14,  6,  Bursa,  Marriott Bonvoy,  deluxe,  2,  14160,  0.25,  0.30000000000000004
2024-06-10,  2024-07-31,  4,  Paris,  Timhotel Opera Blanche,  standard,  2, 6080,  0.15000000000000002,  0.75
2024-06-06,  2024-07-19,  2,  Tokyo,  Hotel Sunroute Plaza Shinjuku,  standard,  2, 5120,  0.25,  1
2024-05-30,  2024-07-15,  2,  New York,  The Plaza Hotel,  suit,  6, 26760,  0.3,  1
2024-06-16,  2024-08-07,  6,  Bursa,  Ramada Bursa Cekirge,  standard,  9,  73440,  0.25,  0.4
2024-06-14,  2024-08-07,  2,  Barselona,  Hotel 1898,  executive,  2, 5920,  0.2,  1
2024-06-03,  2024-07-21,  4,  Nairobi,  Hemingways Nairobi,  suit,  7, 103320,  0.4,  1
2024-06-15,  2024-08-07,  3,  Paris,  Hotel Opera Cadet,  deluxe,  7,  26040,  0.15000000000000002,  0.6000000000000001
2024-05-26,  2024-07-15,  4,  Mexico City,  Hotel Castropol,  deluxe,  5,  21200,  0.15000000000000002,  0.75
2024-06-01,  2024-07-21,  1,  Amsterdam,  Waldorf Astoria Amsterdam,  suit,  7,  24640,  0.4,  0.95
2024-05-19,  2024-07-12,  5,  Milano,  Hotel Berna,  executive,  1, 10900,  0.25,  0.45000000000000007
2024-05-31,  2024-07-24,  1,  Nairobi,  Ibis Styles Nairobi Westlands,  large,  7,  4130,  0.15000000000000002,  0.45000000000000007
2024-05-24,  2024-07-15,  11,  Londra,  DoubleTree by Hilton Londra,  large,  1, 7810,  0.35000000000000003,  0.85
2024-06-07,  2024-07-30,  4,  Buenos Aires,  Dazzler by Wyndham Buenos Aires San Martin,  executive,  2, 11600,  0.25,  0.7
2024-06-12,  2024-07-29,  3,  Melbourne,  The Langham,  standard,  3, 37350,  0.35,  0.65
2024-05-27,  2024-07-14,  1,  Delhi,  The Metropolitan Hotel & Spa New Delhi,  suit,  9, 20250,  0.30000000000000004,  0.7
2024-06-20,  2024-08-04,  2,  Adana,  Tilya Resort Hotel,  large,  1, 2020,  0.35000000000000003,  0.4
2024-05-27,  2024-07-14,  10,  Cape Town,  One&Only Cape Town,  suit,  3, 96600,  0.4,  0.8
2024-06-16,  2024-08-07,  5,  Antalya,  Porto Bello Hotel,  executive,  1, 12550,  0.25,  0.85
2024-05-31,  2024-07-20,  5,  Mersin,  Radisson Blu Hotel,  suit,  2, 22200,  0.25,  1
2024-06-03,  2024-07-27,  1,  Mumbai,  Hotel Airport International,  executive,  1, 1270,  0.25,  0.30000000000000004
2024-05-27,  2024-07-10,  12,  Hong Kong,  Holiday Inn Golden Mile,  standard,  1, 15120,  0.30000000000000004,  0.55
2024-06-17,  2024-08-07,  7,  Paris,  Hotel Opera Cadet,  deluxe,  14,  121520,  0.15000000000000002,  0.6000000000000001
2024-05-25,  2024-07-17,  2,  Singapur,  Raffles Hotel Singapore,  executive,  1, 6280,  0.25,  0.65
2024-06-11,  2024-08-02,  2,  Seul,  Hotel Manu,  suit,  2,  6800,  0.25,  0.6000000000000001
2024-06-16,  2024-08-07,  1,  Trabzon,  Zorlu Grand Hotel,  deluxe,  1,  1410,  0.35000000000000003,  0.55
2024-06-02,  2024-07-14,  5,  Buenos Aires,  Alvear Palace Hotel,  standard,  1, 18600,  0.35,  0.65
2024-06-09,  2024-07-31,  2,  Los Angeles,  The Ritz-Carlton,  executive,  2, 7960,  0.4,  1
2024-05-29,  2024-07-13,  3,  Jakarta,  The Ritz-Carlton Jakarta,  suit,  11, 178860,  0.4,  0.8
2024-06-17,  2024-08-09,  2,  Şanghay,  Shanghai Blue Mountain Hostel,  standard,  1, 1500,  0.30000000000000004,  0.45000000000000007
2024-06-09,  2024-08-02,  5,  Mersin,  Atlıhan Hotel,  executive,  2,  33800,  0.25,  0.55
2024-06-11,  2024-08-03,  2,  Miami,  Hilton Miami Downtown,  deluxe,  2, 6040,  0.25,  0.85
2024-05-30,  2024-07-22,  5,  Buenos Aires,  Hotel Lyon Buenos Aires,  executive,  1,  5950,  0.2,  0.30000000000000004
2024-05-20,  2024-07-13,  1,  Doha,  Premier Inn Doha Education City,  large,  5, 3650,  0.2,  0.75
2024-06-15,  2024-08-03,  2,  Muğla,  Hotel Dort Mevsim,  executive,  2, 10120,  0.25,  0.45000000000000007
2024-06-03,  2024-07-18,  5,  Madrid,  The Westin Palace Madrid,  deluxe,  2, 35200,  0.35,  1
2024-05-29,  2024-07-22,  2,  Melbourne,  Ibis Melbourne Hotel and Apartments,  suit,  5, 15200,  0.2,  0.45000000000000007
2024-06-03,  2024-07-26,  2,  Johannesburg,  Radisson Blu Gautrain Hotel,  executive,  2, 6440,  0.2,  0.4
2024-06-18,  2024-08-04,  4,  Londra,  The Savoy,  suit,  2, 27360,  0.3,  0.8
2024-05-27,  2024-07-20,  2,  Mexico City,  InterContinental Presidente Mexico City,  executive,  5, 37000,  0.25,  0.5
2024-06-02,  2024-07-27,  15,  Buenos Aires,  Hotel Mundial,  executive,  2,  72600,  0.30000000000000004,  0.45000000000000007
2024-06-13,  2024-08-02,  3,  Amsterdam,  Hotel Espresso,  executive,  1,  4500,  0.2,  0.75
2024-06-01,  2024-07-22,  2,  Nairobi,  Trademark Hotel,  deluxe,  1, 2140,  0.25,  0.7
2024-05-22,  2024-07-12,  6,  Melbourne,  Park Hyatt Melbourne,  suit,  7,  141960,  0.3,  0.95
2024-06-17,  2024-08-08,  14,  İstanbul,  Ciragan Palace Kempinski,  executive,  2,  92960,  0.25,  1
2024-05-25,  2024-07-15,  3,  Konya,  Ramada Plaza Konya,  deluxe,  4, 12120,  0.35000000000000003,  0.55
2024-05-27,  2024-07-19,  4,  Tokyo,  Hotel Mystays Asakusa,  standard,  1,  3480,  0.2,  0.6000000000000001
2024-06-09,  2024-07-23,  2,  Moskova,  Mercure Moscow Baumanskaya,  standard,  5, 12600,  0.25,  0.4
2024-06-08,  2024-07-30,  1,  Paris,  Timhotel Opera Blanche,  deluxe,  3,  3810,  0.15000000000000002,  0.75
2024-06-23,  2024-08-08,  8,  Aydın,  Charisma De Luxe Hotel,  deluxe,  6, 198720,  0.35,  1
2024-06-11,  2024-08-03,  5,  Bali,  The Bene Hotel,  deluxe,  1, 6950,  0.30000000000000004,  0.30000000000000004
2024-05-24,  2024-07-13,  6,  Antalya,  Grand Gulluk Hotel,  standard,  5, 23100,  0.25,  0.45000000000000007
2024-06-18,  2024-08-05,  6,  Miami,  EB Hotel Miami,  large,  5, 26700,  0.25,  0.85
2024-05-23,  2024-07-13,  3,  Auckland,  Cordis,  suit,  4, 30480,  0.25,  0.7
2024-06-19,  2024-08-05,  2,  Melbourne,  Radisson on Flagstaff Gardens,  large,  1, 2060,  0.35000000000000003,  0.4
